filepath,class,label
data\jester_NO_npy\68011.npy,no,0
data\jester_NO_npy\43792.npy,no,0
data\SL_YES_npy\09532.npy,yes,1
data\jester_NO_npy\122034.npy,no,0
data\SL_YES_npy\27999.npy,yes,1
data\jester_NO_npy\147939.npy,no,0
data\jester_NO_npy\40298.npy,no,0
data\SL_YES_npy\11819.npy,yes,1
data\SL_YES_npy\49727.npy,yes,1
data\SL_YES_npy\36932.npy,yes,1
data\jester_NO_npy\88582.npy,no,0
data\jester_NO_npy\70186.npy,no,0
data\jester_NO_npy\43421.npy,no,0
data\jester_NO_npy\23344.npy,no,0
data\SL_YES_npy\37894.npy,yes,1
data\jester_NO_npy\128349.npy,no,0
data\jester_NO_npy\90743.npy,no,0
data\jester_NO_npy\15704.npy,no,0
data\jester_NO_npy\123035.npy,no,0
data\SL_YES_npy\65524.npy,yes,1
data\jester_NO_npy\45486.npy,no,0
data\jester_NO_npy\69099.npy,no,0
data\jester_NO_npy\29033.npy,no,0
data\jester_NO_npy\4516.npy,no,0
data\jester_NO_npy\61589.npy,no,0
data\jester_NO_npy\23432.npy,no,0
data\jester_NO_npy\89322.npy,no,0
data\SL_YES_npy\62907.npy,yes,1
data\SL_YES_npy\66639.npy,yes,1
data\SL_YES_npy\47104.npy,yes,1
data\jester_NO_npy\49317.npy,no,0
data\jester_NO_npy\127203.npy,no,0
data\jester_NO_npy\18421.npy,no,0
data\jester_NO_npy\43098.npy,no,0
data\jester_NO_npy\105692.npy,no,0
data\jester_NO_npy\123299.npy,no,0
data\jester_NO_npy\10643.npy,no,0
data\jester_NO_npy\63900.npy,no,0
data\SL_YES_npy\11952.npy,yes,1
data\jester_NO_npy\114958.npy,no,0
data\SL_YES_npy\12638.npy,yes,1
data\jester_NO_npy\131540.npy,no,0
data\jester_NO_npy\53478.npy,no,0
data\SL_YES_npy\69375.npy,yes,1
data\jester_NO_npy\7025.npy,no,0
data\SL_YES_npy\58009.npy,yes,1
data\jester_NO_npy\97630.npy,no,0
data\jester_NO_npy\40448.npy,no,0
data\jester_NO_npy\63388.npy,no,0
data\jester_NO_npy\101942.npy,no,0
data\SL_YES_npy\65029.npy,yes,1
data\jester_NO_npy\84804.npy,no,0
data\SL_YES_npy\56426.npy,yes,1
data\SL_YES_npy\09737.npy,yes,1
data\jester_NO_npy\86306.npy,no,0
data\SL_YES_npy\15365.npy,yes,1
data\SL_YES_npy\65667.npy,yes,1
data\jester_NO_npy\128053.npy,no,0
data\SL_YES_npy\37828.npy,yes,1
data\jester_NO_npy\13580.npy,no,0
data\jester_NO_npy\87987.npy,no,0
data\jester_NO_npy\146495.npy,no,0
data\jester_NO_npy\84707.npy,no,0
data\jester_NO_npy\79995.npy,no,0
data\jester_NO_npy\112099.npy,no,0
data\jester_NO_npy\31785.npy,no,0
data\jester_NO_npy\21154.npy,no,0
data\SL_YES_npy\15364.npy,yes,1
data\jester_NO_npy\45122.npy,no,0
data\jester_NO_npy\98801.npy,no,0
data\jester_NO_npy\97103.npy,no,0
data\SL_YES_npy\46865.npy,yes,1
data\SL_YES_npy\66640.npy,yes,1
data\jester_NO_npy\47630.npy,no,0
data\jester_NO_npy\31606.npy,no,0
data\jester_NO_npy\80784.npy,no,0
data\jester_NO_npy\74140.npy,no,0
data\jester_NO_npy\52738.npy,no,0
data\SL_YES_npy\57410.npy,yes,1
data\SL_YES_npy\38316.npy,yes,1
data\jester_NO_npy\47760.npy,no,0
data\jester_NO_npy\60677.npy,no,0
data\jester_NO_npy\1326.npy,no,0
data\jester_NO_npy\83530.npy,no,0
data\jester_NO_npy\16534.npy,no,0
data\jester_NO_npy\79895.npy,no,0
data\jester_NO_npy\100861.npy,no,0
data\SL_YES_npy\31302.npy,yes,1
data\jester_NO_npy\26547.npy,no,0
data\jester_NO_npy\118248.npy,no,0
data\SL_YES_npy\65979.npy,yes,1
data\SL_YES_npy\04171.npy,yes,1
data\SL_YES_npy\08918.npy,yes,1
data\SL_YES_npy\69419.npy,yes,1
data\SL_YES_npy\19695.npy,yes,1
data\SL_YES_npy\34746.npy,yes,1
data\jester_NO_npy\63660.npy,no,0
data\SL_YES_npy\50321.npy,yes,1
data\SL_YES_npy\24044.npy,yes,1
data\jester_NO_npy\123984.npy,no,0
data\jester_NO_npy\55739.npy,no,0
data\SL_YES_npy\53482.npy,yes,1
data\jester_NO_npy\114025.npy,no,0
data\SL_YES_npy\26009.npy,yes,1
data\jester_NO_npy\132663.npy,no,0
data\SL_YES_npy\55868.npy,yes,1
data\jester_NO_npy\98510.npy,no,0
data\SL_YES_npy\54614.npy,yes,1
data\SL_YES_npy\51288.npy,yes,1
data\jester_NO_npy\129475.npy,no,0
data\jester_NO_npy\37670.npy,no,0
data\SL_YES_npy\65110.npy,yes,1
data\SL_YES_npy\66534.npy,yes,1
data\SL_YES_npy\18575.npy,yes,1
data\SL_YES_npy\66042.npy,yes,1
data\jester_NO_npy\52889.npy,no,0
data\jester_NO_npy\17453.npy,no,0
data\SL_YES_npy\00943.npy,yes,1
data\jester_NO_npy\27842.npy,no,0
data\SL_YES_npy\11769.npy,yes,1
data\SL_YES_npy\65316.npy,yes,1
data\jester_NO_npy\19803.npy,no,0
data\jester_NO_npy\137712.npy,no,0
data\SL_YES_npy\63236.npy,yes,1
data\jester_NO_npy\139309.npy,no,0
data\jester_NO_npy\13927.npy,no,0
data\jester_NO_npy\117707.npy,no,0
data\jester_NO_npy\48159.npy,no,0
data\SL_YES_npy\07527.npy,yes,1
data\SL_YES_npy\36121.npy,yes,1
data\jester_NO_npy\20689.npy,no,0
data\jester_NO_npy\8057.npy,no,0
data\jester_NO_npy\76727.npy,no,0
data\jester_NO_npy\62937.npy,no,0
data\SL_YES_npy\24888.npy,yes,1
data\jester_NO_npy\132575.npy,no,0
data\jester_NO_npy\32220.npy,no,0
data\jester_NO_npy\62127.npy,no,0
data\SL_YES_npy\17457.npy,yes,1
data\SL_YES_npy\57271.npy,yes,1
data\SL_YES_npy\05088.npy,yes,1
data\jester_NO_npy\140147.npy,no,0
data\jester_NO_npy\85179.npy,no,0
data\jester_NO_npy\110327.npy,no,0
data\jester_NO_npy\32845.npy,no,0
data\SL_YES_npy\38398.npy,yes,1
data\jester_NO_npy\17870.npy,no,0
data\SL_YES_npy\63449.npy,yes,1
data\jester_NO_npy\18682.npy,no,0
data\SL_YES_npy\58186.npy,yes,1
data\jester_NO_npy\8031.npy,no,0
data\jester_NO_npy\92089.npy,no,0
data\jester_NO_npy\23111.npy,no,0
data\SL_YES_npy\33767.npy,yes,1
data\jester_NO_npy\118860.npy,no,0
data\jester_NO_npy\77851.npy,no,0
data\SL_YES_npy\65356.npy,yes,1
data\jester_NO_npy\90460.npy,no,0
data\SL_YES_npy\48566.npy,yes,1
data\jester_NO_npy\38686.npy,no,0
data\jester_NO_npy\22115.npy,no,0
data\jester_NO_npy\118641.npy,no,0
data\jester_NO_npy\50944.npy,no,0
data\jester_NO_npy\62514.npy,no,0
data\jester_NO_npy\131248.npy,no,0
data\SL_YES_npy\08674.npy,yes,1
data\jester_NO_npy\71375.npy,no,0
data\SL_YES_npy\61915.npy,yes,1
data\SL_YES_npy\51734.npy,yes,1
data\SL_YES_npy\36973.npy,yes,1
data\jester_NO_npy\131813.npy,no,0
data\jester_NO_npy\71972.npy,no,0
data\jester_NO_npy\73307.npy,no,0
data\jester_NO_npy\21168.npy,no,0
data\SL_YES_npy\42836.npy,yes,1
data\SL_YES_npy\44624.npy,yes,1
data\jester_NO_npy\58621.npy,no,0
data\jester_NO_npy\16856.npy,no,0
data\SL_YES_npy\46428.npy,yes,1
data\jester_NO_npy\124903.npy,no,0
data\jester_NO_npy\80750.npy,no,0
data\SL_YES_npy\56425.npy,yes,1
data\jester_NO_npy\78088.npy,no,0
data\SL_YES_npy\13822.npy,yes,1
data\jester_NO_npy\109426.npy,no,0
data\jester_NO_npy\141301.npy,no,0
data\SL_YES_npy\37883.npy,yes,1
data\jester_NO_npy\37233.npy,no,0
data\jester_NO_npy\47127.npy,no,0
data\SL_YES_npy\20862.npy,yes,1
data\SL_YES_npy\58024.npy,yes,1
data\jester_NO_npy\88768.npy,no,0
data\SL_YES_npy\28775.npy,yes,1
data\jester_NO_npy\33856.npy,no,0
data\jester_NO_npy\133721.npy,no,0
data\jester_NO_npy\21176.npy,no,0
data\SL_YES_npy\28583.npy,yes,1
data\jester_NO_npy\98219.npy,no,0
data\SL_YES_npy\02110.npy,yes,1
data\jester_NO_npy\67439.npy,no,0
data\jester_NO_npy\96624.npy,no,0
data\jester_NO_npy\61965.npy,no,0
data\jester_NO_npy\21863.npy,no,0
data\jester_NO_npy\4900.npy,no,0
data\jester_NO_npy\53355.npy,no,0
data\jester_NO_npy\54180.npy,no,0
data\SL_YES_npy\25642.npy,yes,1
data\SL_YES_npy\42969.npy,yes,1
data\jester_NO_npy\54803.npy,no,0
data\SL_YES_npy\06833.npy,yes,1
data\SL_YES_npy\17930.npy,yes,1
data\SL_YES_npy\53203.npy,yes,1
data\jester_NO_npy\130118.npy,no,0
data\SL_YES_npy\05558.npy,yes,1
data\SL_YES_npy\39590.npy,yes,1
data\jester_NO_npy\57736.npy,no,0
data\SL_YES_npy\20404.npy,yes,1
data\jester_NO_npy\51200.npy,no,0
data\jester_NO_npy\8211.npy,no,0
data\jester_NO_npy\130463.npy,no,0
data\jester_NO_npy\34364.npy,no,0
data\jester_NO_npy\99788.npy,no,0
data\SL_YES_npy\07237.npy,yes,1
data\jester_NO_npy\1056.npy,no,0
data\SL_YES_npy\31100.npy,yes,1
data\jester_NO_npy\141182.npy,no,0
data\jester_NO_npy\85195.npy,no,0
data\jester_NO_npy\82032.npy,no,0
data\jester_NO_npy\78445.npy,no,0
data\jester_NO_npy\52682.npy,no,0
data\SL_YES_npy\37613.npy,yes,1
data\jester_NO_npy\30252.npy,no,0
data\jester_NO_npy\56764.npy,no,0
data\SL_YES_npy\14319.npy,yes,1
data\jester_NO_npy\105320.npy,no,0
data\jester_NO_npy\83371.npy,no,0
data\jester_NO_npy\15488.npy,no,0
data\jester_NO_npy\26057.npy,no,0
data\jester_NO_npy\110689.npy,no,0
data\jester_NO_npy\124375.npy,no,0
data\jester_NO_npy\48550.npy,no,0
data\SL_YES_npy\61367.npy,yes,1
data\jester_NO_npy\75513.npy,no,0
data\jester_NO_npy\62441.npy,no,0
data\jester_NO_npy\43401.npy,no,0
data\SL_YES_npy\11866.npy,yes,1
data\SL_YES_npy\17974.npy,yes,1
data\jester_NO_npy\68137.npy,no,0
data\jester_NO_npy\110295.npy,no,0
data\SL_YES_npy\01729.npy,yes,1
data\jester_NO_npy\115735.npy,no,0
data\jester_NO_npy\35259.npy,no,0
data\jester_NO_npy\96179.npy,no,0
data\jester_NO_npy\144993.npy,no,0
data\jester_NO_npy\63197.npy,no,0
data\jester_NO_npy\55146.npy,no,0
data\jester_NO_npy\71694.npy,no,0
data\SL_YES_npy\06794.npy,yes,1
data\jester_NO_npy\118622.npy,no,0
data\jester_NO_npy\85855.npy,no,0
data\SL_YES_npy\26013.npy,yes,1
data\jester_NO_npy\52098.npy,no,0
data\SL_YES_npy\65166.npy,yes,1
data\jester_NO_npy\89623.npy,no,0
data\jester_NO_npy\133230.npy,no,0
data\jester_NO_npy\51887.npy,no,0
data\jester_NO_npy\118032.npy,no,0
data\SL_YES_npy\12649.npy,yes,1
data\jester_NO_npy\63147.npy,no,0
data\jester_NO_npy\95606.npy,no,0
data\jester_NO_npy\9939.npy,no,0
data\SL_YES_npy\56309.npy,yes,1
data\SL_YES_npy\58664.npy,yes,1
data\jester_NO_npy\136891.npy,no,0
data\SL_YES_npy\26975.npy,yes,1
data\jester_NO_npy\105362.npy,no,0
data\SL_YES_npy\23475.npy,yes,1
data\jester_NO_npy\96264.npy,no,0
data\jester_NO_npy\37169.npy,no,0
data\jester_NO_npy\144676.npy,no,0
data\jester_NO_npy\137097.npy,no,0
data\jester_NO_npy\24684.npy,no,0
data\SL_YES_npy\12005.npy,yes,1
data\jester_NO_npy\54869.npy,no,0
data\SL_YES_npy\12193.npy,yes,1
data\jester_NO_npy\73965.npy,no,0
data\SL_YES_npy\65854.npy,yes,1
data\jester_NO_npy\117698.npy,no,0
data\SL_YES_npy\02228.npy,yes,1
data\SL_YES_npy\64262.npy,yes,1
data\jester_NO_npy\59399.npy,no,0
data\jester_NO_npy\105569.npy,no,0
data\jester_NO_npy\700.npy,no,0
data\SL_YES_npy\30983.npy,yes,1
data\jester_NO_npy\9283.npy,no,0
data\jester_NO_npy\73700.npy,no,0
data\SL_YES_npy\66148.npy,yes,1
data\jester_NO_npy\137321.npy,no,0
data\SL_YES_npy\45685.npy,yes,1
data\SL_YES_npy\33407.npy,yes,1
data\jester_NO_npy\24527.npy,no,0
data\SL_YES_npy\23482.npy,yes,1
data\jester_NO_npy\113050.npy,no,0
data\jester_NO_npy\24829.npy,no,0
data\jester_NO_npy\46711.npy,no,0
data\jester_NO_npy\8435.npy,no,0
data\SL_YES_npy\26714.npy,yes,1
data\jester_NO_npy\120276.npy,no,0
data\jester_NO_npy\50562.npy,no,0
data\SL_YES_npy\26971.npy,yes,1
data\jester_NO_npy\59384.npy,no,0
data\jester_NO_npy\68982.npy,no,0
data\SL_YES_npy\36050.npy,yes,1
data\jester_NO_npy\8252.npy,no,0
data\jester_NO_npy\43013.npy,no,0
data\jester_NO_npy\45835.npy,no,0
data\jester_NO_npy\115652.npy,no,0
data\jester_NO_npy\23309.npy,no,0
data\jester_NO_npy\90294.npy,no,0
data\jester_NO_npy\139314.npy,no,0
data\jester_NO_npy\51673.npy,no,0
data\SL_YES_npy\59795.npy,yes,1
data\SL_YES_npy\65832.npy,yes,1
data\SL_YES_npy\44493.npy,yes,1
data\jester_NO_npy\26908.npy,no,0
data\SL_YES_npy\17628.npy,yes,1
data\SL_YES_npy\66672.npy,yes,1
data\SL_YES_npy\60953.npy,yes,1
data\jester_NO_npy\52886.npy,no,0
data\SL_YES_npy\58732.npy,yes,1
data\jester_NO_npy\147563.npy,no,0
data\SL_YES_npy\08672.npy,yes,1
data\SL_YES_npy\39627.npy,yes,1
data\jester_NO_npy\14948.npy,no,0
data\jester_NO_npy\54142.npy,no,0
data\jester_NO_npy\2882.npy,no,0
data\jester_NO_npy\91807.npy,no,0
data\jester_NO_npy\126368.npy,no,0
data\jester_NO_npy\131514.npy,no,0
data\jester_NO_npy\117590.npy,no,0
data\SL_YES_npy\11503.npy,yes,1
data\jester_NO_npy\15288.npy,no,0
data\SL_YES_npy\65148.npy,yes,1
data\SL_YES_npy\69527.npy,yes,1
data\SL_YES_npy\63282.npy,yes,1
data\jester_NO_npy\2993.npy,no,0
data\jester_NO_npy\116554.npy,no,0
data\jester_NO_npy\17862.npy,no,0
data\SL_YES_npy\09305.npy,yes,1
data\SL_YES_npy\57284.npy,yes,1
data\jester_NO_npy\31746.npy,no,0
data\jester_NO_npy\141199.npy,no,0
data\SL_YES_npy\33424.npy,yes,1
data\SL_YES_npy\08588.npy,yes,1
data\jester_NO_npy\122920.npy,no,0
data\jester_NO_npy\123760.npy,no,0
data\jester_NO_npy\2799.npy,no,0
data\jester_NO_npy\106904.npy,no,0
data\jester_NO_npy\47033.npy,no,0
data\jester_NO_npy\62196.npy,no,0
data\jester_NO_npy\54466.npy,no,0
data\jester_NO_npy\13431.npy,no,0
data\SL_YES_npy\41506.npy,yes,1
data\SL_YES_npy\14887.npy,yes,1
data\jester_NO_npy\19732.npy,no,0
data\jester_NO_npy\33727.npy,no,0
data\jester_NO_npy\110851.npy,no,0
data\jester_NO_npy\71940.npy,no,0
data\jester_NO_npy\25808.npy,no,0
data\jester_NO_npy\52902.npy,no,0
data\jester_NO_npy\68885.npy,no,0
data\jester_NO_npy\44721.npy,no,0
data\jester_NO_npy\97882.npy,no,0
data\jester_NO_npy\129585.npy,no,0
data\jester_NO_npy\45784.npy,no,0
data\jester_NO_npy\76375.npy,no,0
data\jester_NO_npy\751.npy,no,0
data\jester_NO_npy\125098.npy,no,0
data\SL_YES_npy\57828.npy,yes,1
data\jester_NO_npy\142437.npy,no,0
data\jester_NO_npy\45287.npy,no,0
data\jester_NO_npy\86653.npy,no,0
data\jester_NO_npy\82290.npy,no,0
data\jester_NO_npy\18424.npy,no,0
data\jester_NO_npy\23745.npy,no,0
data\jester_NO_npy\106362.npy,no,0
data\jester_NO_npy\122793.npy,no,0
data\jester_NO_npy\75459.npy,no,0
data\jester_NO_npy\15187.npy,no,0
data\jester_NO_npy\140901.npy,no,0
data\jester_NO_npy\65983.npy,no,0
data\jester_NO_npy\31125.npy,no,0
data\jester_NO_npy\91221.npy,no,0
data\jester_NO_npy\117816.npy,no,0
data\jester_NO_npy\122400.npy,no,0
data\jester_NO_npy\4966.npy,no,0
data\SL_YES_npy\58770.npy,yes,1
data\jester_NO_npy\89750.npy,no,0
data\SL_YES_npy\63360.npy,yes,1
data\jester_NO_npy\106612.npy,no,0
data\jester_NO_npy\39048.npy,no,0
data\jester_NO_npy\139441.npy,no,0
data\SL_YES_npy\51728.npy,yes,1
data\jester_NO_npy\45932.npy,no,0
data\jester_NO_npy\2663.npy,no,0
data\SL_YES_npy\45687.npy,yes,1
data\SL_YES_npy\64445.npy,yes,1
data\jester_NO_npy\105793.npy,no,0
data\jester_NO_npy\59927.npy,no,0
data\jester_NO_npy\118561.npy,no,0
data\SL_YES_npy\65551.npy,yes,1
data\jester_NO_npy\46343.npy,no,0
data\jester_NO_npy\43928.npy,no,0
data\jester_NO_npy\13422.npy,no,0
data\SL_YES_npy\33051.npy,yes,1
data\jester_NO_npy\128004.npy,no,0
data\jester_NO_npy\46329.npy,no,0
data\SL_YES_npy\55917.npy,yes,1
data\SL_YES_npy\37483.npy,yes,1
data\jester_NO_npy\130947.npy,no,0
data\jester_NO_npy\50687.npy,no,0
data\SL_YES_npy\20634.npy,yes,1
data\jester_NO_npy\101456.npy,no,0
data\jester_NO_npy\63459.npy,no,0
data\SL_YES_npy\55045.npy,yes,1
data\jester_NO_npy\25806.npy,no,0
data\jester_NO_npy\114048.npy,no,0
data\SL_YES_npy\11439.npy,yes,1
data\SL_YES_npy\66178.npy,yes,1
data\jester_NO_npy\147251.npy,no,0
data\SL_YES_npy\51984.npy,yes,1
data\jester_NO_npy\101049.npy,no,0
data\SL_YES_npy\55638.npy,yes,1
data\jester_NO_npy\43589.npy,no,0
data\SL_YES_npy\21358.npy,yes,1
data\jester_NO_npy\146966.npy,no,0
data\jester_NO_npy\103609.npy,no,0
data\jester_NO_npy\71845.npy,no,0
data\jester_NO_npy\39299.npy,no,0
data\SL_YES_npy\59797.npy,yes,1
data\SL_YES_npy\38315.npy,yes,1
data\SL_YES_npy\28777.npy,yes,1
data\jester_NO_npy\124010.npy,no,0
data\jester_NO_npy\7722.npy,no,0
data\jester_NO_npy\139026.npy,no,0
data\jester_NO_npy\3935.npy,no,0
data\jester_NO_npy\118328.npy,no,0
data\SL_YES_npy\65553.npy,yes,1
data\jester_NO_npy\128851.npy,no,0
data\jester_NO_npy\17391.npy,no,0
data\jester_NO_npy\137538.npy,no,0
data\jester_NO_npy\132696.npy,no,0
data\jester_NO_npy\92965.npy,no,0
data\SL_YES_npy\18537.npy,yes,1
data\SL_YES_npy\63285.npy,yes,1
data\jester_NO_npy\133778.npy,no,0
data\jester_NO_npy\5056.npy,no,0
data\jester_NO_npy\52987.npy,no,0
data\jester_NO_npy\60047.npy,no,0
data\SL_YES_npy\52163.npy,yes,1
data\jester_NO_npy\40725.npy,no,0
data\SL_YES_npy\08772.npy,yes,1
data\SL_YES_npy\65061.npy,yes,1
data\jester_NO_npy\6039.npy,no,0
data\jester_NO_npy\14211.npy,no,0
data\SL_YES_npy\64281.npy,yes,1
data\SL_YES_npy\58910.npy,yes,1
data\jester_NO_npy\106251.npy,no,0
data\SL_YES_npy\10693.npy,yes,1
data\jester_NO_npy\33297.npy,no,0
data\jester_NO_npy\121345.npy,no,0
data\jester_NO_npy\96850.npy,no,0
data\SL_YES_npy\36781.npy,yes,1
data\SL_YES_npy\65522.npy,yes,1
data\SL_YES_npy\07872.npy,yes,1
data\jester_NO_npy\66362.npy,no,0
data\jester_NO_npy\41415.npy,no,0
data\jester_NO_npy\4809.npy,no,0
data\jester_NO_npy\145359.npy,no,0
data\jester_NO_npy\58600.npy,no,0
data\jester_NO_npy\40630.npy,no,0
data\jester_NO_npy\101120.npy,no,0
data\jester_NO_npy\10989.npy,no,0
data\jester_NO_npy\68460.npy,no,0
data\jester_NO_npy\126774.npy,no,0
data\jester_NO_npy\30132.npy,no,0
data\SL_YES_npy\14578.npy,yes,1
data\jester_NO_npy\73141.npy,no,0
data\SL_YES_npy\69245.npy,yes,1
data\SL_YES_npy\69233.npy,yes,1
data\jester_NO_npy\77717.npy,no,0
data\jester_NO_npy\134362.npy,no,0
data\jester_NO_npy\139729.npy,no,0
data\jester_NO_npy\38154.npy,no,0
data\jester_NO_npy\103251.npy,no,0
data\jester_NO_npy\137106.npy,no,0
data\SL_YES_npy\36933.npy,yes,1
data\jester_NO_npy\42648.npy,no,0
data\jester_NO_npy\5774.npy,no,0
data\SL_YES_npy\37490.npy,yes,1
data\jester_NO_npy\22421.npy,no,0
data\jester_NO_npy\142703.npy,no,0
data\jester_NO_npy\41941.npy,no,0
data\jester_NO_npy\132303.npy,no,0
data\SL_YES_npy\43522.npy,yes,1
data\jester_NO_npy\69103.npy,no,0
data\SL_YES_npy\15998.npy,yes,1
data\jester_NO_npy\5649.npy,no,0
data\SL_YES_npy\57751.npy,yes,1
data\jester_NO_npy\121535.npy,no,0
data\jester_NO_npy\49556.npy,no,0
data\jester_NO_npy\66159.npy,no,0
data\SL_YES_npy\14313.npy,yes,1
data\SL_YES_npy\38684.npy,yes,1
data\jester_NO_npy\36042.npy,no,0
data\jester_NO_npy\100296.npy,no,0
data\jester_NO_npy\45760.npy,no,0
data\jester_NO_npy\50600.npy,no,0
data\SL_YES_npy\62297.npy,yes,1
data\jester_NO_npy\46432.npy,no,0
data\jester_NO_npy\74078.npy,no,0
data\SL_YES_npy\55808.npy,yes,1
data\SL_YES_npy\35604.npy,yes,1
data\SL_YES_npy\41669.npy,yes,1
data\SL_YES_npy\13203.npy,yes,1
data\jester_NO_npy\116567.npy,no,0
data\SL_YES_npy\36416.npy,yes,1
data\SL_YES_npy\25247.npy,yes,1
data\jester_NO_npy\62221.npy,no,0
data\jester_NO_npy\18798.npy,no,0
data\SL_YES_npy\07875.npy,yes,1
data\SL_YES_npy\65789.npy,yes,1
data\SL_YES_npy\13334.npy,yes,1
data\jester_NO_npy\116911.npy,no,0
data\jester_NO_npy\69110.npy,no,0
data\jester_NO_npy\143270.npy,no,0
data\jester_NO_npy\55894.npy,no,0
data\SL_YES_npy\06654.npy,yes,1
data\jester_NO_npy\29245.npy,no,0
data\SL_YES_npy\69298.npy,yes,1
data\SL_YES_npy\42831.npy,yes,1
data\SL_YES_npy\20636.npy,yes,1
data\jester_NO_npy\81330.npy,no,0
data\SL_YES_npy\29563.npy,yes,1
data\jester_NO_npy\62648.npy,no,0
data\SL_YES_npy\55048.npy,yes,1
data\jester_NO_npy\23853.npy,no,0
data\jester_NO_npy\112039.npy,no,0
data\jester_NO_npy\38956.npy,no,0
data\jester_NO_npy\32143.npy,no,0
data\SL_YES_npy\65263.npy,yes,1
data\jester_NO_npy\123055.npy,no,0
data\jester_NO_npy\114892.npy,no,0
data\jester_NO_npy\28091.npy,no,0
data\jester_NO_npy\49986.npy,no,0
data\jester_NO_npy\22054.npy,no,0
data\jester_NO_npy\54389.npy,no,0
data\SL_YES_npy\52214.npy,yes,1
data\jester_NO_npy\135570.npy,no,0
data\jester_NO_npy\97477.npy,no,0
data\jester_NO_npy\26776.npy,no,0
data\SL_YES_npy\42703.npy,yes,1
data\jester_NO_npy\7562.npy,no,0
data\SL_YES_npy\57241.npy,yes,1
data\SL_YES_npy\17933.npy,yes,1
data\jester_NO_npy\10078.npy,no,0
data\SL_YES_npy\63697.npy,yes,1
data\jester_NO_npy\112366.npy,no,0
data\jester_NO_npy\63246.npy,no,0
data\SL_YES_npy\53423.npy,yes,1
data\SL_YES_npy\33286.npy,yes,1
data\SL_YES_npy\23878.npy,yes,1
data\jester_NO_npy\83116.npy,no,0
data\SL_YES_npy\02149.npy,yes,1
data\jester_NO_npy\6829.npy,no,0
data\jester_NO_npy\42863.npy,no,0
data\jester_NO_npy\71640.npy,no,0
data\jester_NO_npy\102985.npy,no,0
data\SL_YES_npy\31735.npy,yes,1
data\jester_NO_npy\36897.npy,no,0
data\jester_NO_npy\84681.npy,no,0
data\jester_NO_npy\4441.npy,no,0
data\SL_YES_npy\63201.npy,yes,1
data\jester_NO_npy\68453.npy,no,0
data\SL_YES_npy\63214.npy,yes,1
data\jester_NO_npy\141518.npy,no,0
data\jester_NO_npy\113694.npy,no,0
data\SL_YES_npy\02107.npy,yes,1
data\jester_NO_npy\62479.npy,no,0
data\SL_YES_npy\21359.npy,yes,1
data\SL_YES_npy\42967.npy,yes,1
data\jester_NO_npy\91001.npy,no,0
data\jester_NO_npy\135343.npy,no,0
data\jester_NO_npy\120016.npy,no,0
data\jester_NO_npy\1552.npy,no,0
data\jester_NO_npy\62036.npy,no,0
data\SL_YES_npy\11444.npy,yes,1
data\SL_YES_npy\08849.npy,yes,1
data\jester_NO_npy\36555.npy,no,0
data\jester_NO_npy\6573.npy,no,0
data\SL_YES_npy\53366.npy,yes,1
data\SL_YES_npy\33271.npy,yes,1
data\jester_NO_npy\65715.npy,no,0
data\jester_NO_npy\13306.npy,no,0
data\jester_NO_npy\40814.npy,no,0
data\SL_YES_npy\10609.npy,yes,1
data\SL_YES_npy\51981.npy,yes,1
data\SL_YES_npy\41457.npy,yes,1
data\SL_YES_npy\51430.npy,yes,1
data\jester_NO_npy\146083.npy,no,0
data\jester_NO_npy\57133.npy,no,0
data\SL_YES_npy\46431.npy,yes,1
data\jester_NO_npy\144000.npy,no,0
data\SL_YES_npy\26741.npy,yes,1
data\jester_NO_npy\78984.npy,no,0
data\jester_NO_npy\41867.npy,no,0
data\jester_NO_npy\48308.npy,no,0
data\SL_YES_npy\02106.npy,yes,1
data\SL_YES_npy\58913.npy,yes,1
data\jester_NO_npy\45022.npy,no,0
data\jester_NO_npy\20527.npy,no,0
data\SL_YES_npy\38317.npy,yes,1
data\jester_NO_npy\75260.npy,no,0
data\jester_NO_npy\11396.npy,no,0
data\jester_NO_npy\131805.npy,no,0
data\jester_NO_npy\52048.npy,no,0
data\SL_YES_npy\25055.npy,yes,1
data\jester_NO_npy\136114.npy,no,0
data\SL_YES_npy\36232.npy,yes,1
data\jester_NO_npy\58915.npy,no,0
data\jester_NO_npy\63278.npy,no,0
data\jester_NO_npy\144235.npy,no,0
data\jester_NO_npy\56302.npy,no,0
data\jester_NO_npy\7626.npy,no,0
data\SL_YES_npy\22993.npy,yes,1
data\jester_NO_npy\57998.npy,no,0
data\jester_NO_npy\32855.npy,no,0
data\SL_YES_npy\31584.npy,yes,1
data\SL_YES_npy\61918.npy,yes,1
data\jester_NO_npy\94731.npy,no,0
data\jester_NO_npy\144976.npy,no,0
data\SL_YES_npy\47987.npy,yes,1
data\SL_YES_npy\58026.npy,yes,1
data\jester_NO_npy\105468.npy,no,0
data\SL_YES_npy\31909.npy,yes,1
data\SL_YES_npy\36635.npy,yes,1
data\jester_NO_npy\144021.npy,no,0
data\jester_NO_npy\48186.npy,no,0
data\jester_NO_npy\55891.npy,no,0
data\jester_NO_npy\110907.npy,no,0
data\SL_YES_npy\56317.npy,yes,1
data\SL_YES_npy\19239.npy,yes,1
data\jester_NO_npy\136068.npy,no,0
data\jester_NO_npy\87040.npy,no,0
data\jester_NO_npy\90165.npy,no,0
